"year", "month", "day", "hour", "minute", "track_id", "start_time", "start_x", "start_y", "duration", "length", "category", "max_surface_wind", "min_sea_level_pressure", "region_id", "region_name", "region_long_name"
1992, 6, 18, 21, 0, 183, 4913.88, 89.8534, -10.8928, 4.875, 94424.7, 0, 30.1625, 99302.1, 0, "SI", "S Indian"
1992, 6, 23, 12, 0, 184, 4918.5, 263.387, 7.91955, 7.25, 167206, 0, 28.1602, 99951.8, 5, "NEP", "NE Pacific"
1992, 6, 23, 12, 0, 185, 4918.5, 245.147, 12.417, 6.375, 153540, 1, 38.8093, 98013.3, 5, "NEP", "NE Pacific"
1992, 6, 23, 18, 0, 186, 4918.75, 65.3381, 21.321, 6.625, 99593.4, 1, 36.6937, 97160, 3, "NI", "N Indian"
1992, 6, 25, 15, 0, 187, 4920.62, 132.48, 12.4772, 4.75, 124102, 1, 36.8723, 98320.8, 2, "NWP", "NW Pacific"
1992, 7, 3, 3, 0, 188, 4928.12, 257.815, 9.95, 12.125, 285217, 4, 58.1697, 94236.4, 5, "NEP", "NE Pacific"
1992, 7, 4, 3, 0, 189, 4929.12, 234.116, 12.7832, 20.375, 485206, 4, 62.2323, 94711.2, 5, "NEP", "NE Pacific"
1992, 7, 9, 12, 0, 190, 4934.5, 252.432, 12.2696, 4.875, 111487, 0, 23.3914, 100196, 5, "NEP", "NE Pacific"
1992, 7, 14, 0, 0, 191, 4939, 177.728, 9.55979, 15.125, 362010, 5, 74.4216, 90735.7, 2, "NWP", "NW Pacific"
1992, 7, 14, 3, 0, 192, 4939.12, 68.3142, 23.2276, 5.25, 80122.8, 1, 35.4195, 97239.8, 3, "NI", "N Indian"
1992, 7, 14, 18, 0, 193, 4939.75, 239.698, 10.6466, 10.5, 257024, 0, 29.7547, 99937.1, 5, "NEP", "NE Pacific"
1992, 7, 16, 15, 0, 194, 4941.62, 167.378, -7.35124, 11, 184296, 0, 29.4395, 99433.4, 1, "SWP", "SW Pacific"
1992, 7, 17, 0, 0, 195, 4942, 93.1389, -6.00033, 4.25, 76721.6, 1, 37.0351, 99101, 0, "SI", "S Indian"
1992, 7, 17, 9, 0, 196, 4942.38, 244.164, 9.4743, 14.375, 371472, 3, 55.4298, 96649, 5, "NEP", "NE Pacific"
1992, 7, 18, 15, 0, 197, 4943.62, 75.4982, -5.60337, 13.75, 280556, 1, 39.1894, 97738.9, 0, "SI", "S Indian"
1992, 7, 23, 12, 0, 198, 4948.5, 241.845, 11.6313, 24.375, 615766, 5, 74.6342, 91170.2, 5, "NEP", "NE Pacific"
1992, 7, 25, 15, 0, 199, 4950.62, 255.159, 7.90384, 5.875, 153707, 1, 41.8572, 98699.3, 5, "NEP", "NE Pacific"
1992, 7, 26, 21, 0, 200, 4951.88, 321.824, 13.2271, 10.5, 305649, 4, 58.8157, 95109.4, 4, "NA", "N Atlantic"
1992, 7, 28, 6, 0, 201, 4953.25, 199.535, 15.6148, 3.875, 127514, 0, 28.1208, 100012, 5, "NEP", "NE Pacific"
1992, 7, 30, 15, 0, 202, 4955.62, 246.283, 10.2209, 5.75, 115806, 0, 31.6863, 99475.4, 5, "NEP", "NE Pacific"
1992, 8, 1, 0, 0, 203, 4957, 218.775, 15.132, 17, 308123, 1, 41.5393, 98359.9, 5, "NEP", "NE Pacific"
1992, 8, 4, 3, 0, 204, 4960.12, 149.633, 17.4907, 16.375, 307512, 5, 75.7869, 91797.1, 2, "NWP", "NW Pacific"
1992, 8, 11, 3, 0, 205, 4967.12, 76.1344, 26.6121, 12.25, 249032, 1, 37.7996, 97259.8, 3, "NI", "N Indian"
1992, 8, 11, 9, 0, 206, 4967.38, 237.137, 9.57262, 14.625, 404600, 4, 58.5562, 94621, 5, "NEP", "NE Pacific"
1992, 8, 12, 15, 0, 207, 4968.62, 252.259, 11.8423, 20.5, 485125, 4, 60.2022, 95296.5, 5, "NEP", "NE Pacific"
1992, 8, 14, 15, 0, 208, 4970.62, 205.838, 10.6759, 21.875, 422559, 2, 47.9802, 96535.9, 5, "NEP", "NE Pacific"
1992, 8, 18, 0, 0, 209, 4974, 206.219, -6.37784, 5.125, 129912, 0, 28.0274, 99937.4, 1, "SWP", "SW Pacific"
1992, 8, 20, 6, 0, 210, 4976.25, 140.509, 23.6593, 7.5, 276643, 1, 36.2522, 97838.1, 2, "NWP", "NW Pacific"
1992, 8, 25, 3, 0, 211, 4981.12, 224.676, 15.209, 17.625, 402563, 3, 49.6675, 96773.1, 5, "NEP", "NE Pacific"
1992, 8, 26, 6, 0, 212, 4982.25, 249.212, 11.0665, 5.25, 126271, 0, 25.5327, 100036, 5, "NEP", "NE Pacific"
1992, 8, 30, 21, 0, 213, 4986.88, 94.1412, -6.29223, 5.25, 119313, 1, 37.0117, 97877.8, 0, "SI", "S Indian"
1992, 9, 1, 9, 0, 214, 4988.38, 217.78, 20.7958, 3.25, 92254.2, 0, 27.5941, 100058, 5, "NEP", "NE Pacific"
1992, 9, 5, 0, 0, 215, 4992, 287.801, 18.1738, 4.125, 88282, 3, 54.3881, 96748, 4, "NA", "N Atlantic"
1992, 9, 5, 3, 0, 216, 4992.12, 322.253, 12.7299, 12.125, 363683, 5, 75.0173, 90853.9, 4, "NA", "N Atlantic"
1992, 9, 5, 12, 0, 217, 4992.5, 259.715, 12.7558, 8.5, 155776, 1, 39.1469, 97973.3, 5, "NEP", "NE Pacific"
1992, 9, 7, 15, 0, 218, 4994.62, 226.518, 10.507, 11.375, 153942, 1, 32.6454, 98975.2, 5, "NEP", "NE Pacific"
1992, 9, 11, 12, 0, 219, 4998.5, 255.834, 18.262, 5.75, 145562, 2, 46.4983, 96710.2, 5, "NEP", "NE Pacific"
1992, 9, 14, 0, 0, 220, 5001, 210.97, 11.5651, 19.375, 276057, 3, 52.6174, 95204.4, 5, "NEP", "NE Pacific"
1992, 9, 18, 0, 0, 221, 5005, 256.557, 13.7589, 14.375, 230781, 3, 54.8634, 94310.3, 5, "NEP", "NE Pacific"
1992, 9, 18, 18, 0, 222, 5005.75, 78.8304, -6.3463, 11.875, 154186, 1, 35.9437, 99148.2, 0, "SI", "S Indian"
1992, 9, 20, 0, 0, 223, 5007, 298.453, 27.0154, 5.5, 158228, 3, 50.0452, 97304.8, 4, "NA", "N Atlantic"
1992, 9, 20, 15, 0, 224, 5007.62, 330.307, 9.58353, 7.5, 131743, 0, 24.6753, 99820.5, 4, "NA", "N Atlantic"
1992, 9, 21, 15, 0, 225, 5008.62, 225.61, 13.3481, 7.75, 90036, 1, 32.8028, 98470.9, 5, "NEP", "NE Pacific"
1992, 9, 29, 9, 0, 226, 5016.38, 288.748, 23.6424, 4.625, 152594, 0, 28.867, 98927.1, 4, "NA", "N Atlantic"
1992, 9, 29, 18, 0, 227, 5016.75, 91.25, -5.51499, 10.75, 281300, 0, 31.7715, 99854.6, 0, "SI", "S Indian"
1992, 9, 29, 18, 0, 228, 5016.75, 330.41, 15.3973, 2.875, 39821.9, 0, 26.5952, 99813.3, 4, "NA", "N Atlantic"
1992, 10, 3, 0, 0, 229, 5020, 322.174, 18.9552, 13.125, 234290, 2, 47.4917, 96419, 4, "NA", "N Atlantic"
1992, 10, 7, 21, 0, 230, 5024.88, 96.8831, -5.11546, 18.5, 313057, 2, 43.8049, 97641.3, 0, "SI", "S Indian"
1992, 10, 10, 21, 0, 231, 5027.88, 82.6997, -4.00943, 11.375, 164567, 0, 28.1909, 99635.4, 0, "SI", "S Indian"
1992, 10, 12, 15, 0, 232, 5029.62, 193.84, 23.3036, 13.125, 365424, 3, 54.1018, 95693.6, 5, "NEP", "NE Pacific"
1992, 10, 14, 0, 0, 233, 5031, 248.265, 12.8443, 10.375, 137856, 1, 34.9776, 98668.6, 5, "NEP", "NE Pacific"
1992, 10, 15, 0, 0, 234, 5032, 234.009, 14.5108, 16.125, 213118, 1, 32.788, 98747.9, 5, "NEP", "NE Pacific"
1992, 10, 16, 21, 0, 235, 5033.88, 185.367, -11.4781, 3.375, 51965.1, 2, 44.8888, 97580.5, 1, "SWP", "SW Pacific"
1992, 10, 21, 3, 0, 236, 5038.12, 257.82, 7.88132, 13.125, 169881, 1, 39.143, 97806.2, 5, "NEP", "NE Pacific"
1992, 10, 26, 21, 0, 237, 5043.88, 260.331, 10.7665, 7.25, 123168, 1, 34.7705, 98523.1, 5, "NEP", "NE Pacific"
1992, 10, 28, 12, 0, 238, 5045.5, 273.669, 7.52461, 4.625, 39193.9, 0, 26.1437, 100122, 5, "NEP", "NE Pacific"
1992, 10, 30, 0, 0, 239, 5047, 64.4725, -7.34011, 9.25, 137893, 0, 24.6295, 100300, 0, "SI", "S Indian"
1992, 10, 30, 0, 0, 240, 5047, 282.5, 10.678, 5.375, 96722.5, 0, 31.4702, 99000.8, 4, "NA", "N Atlantic"
1992, 10, 31, 3, 0, 241, 5048.12, 223.991, 11.6453, 7.75, 165643, 1, 33.3009, 98590, 5, "NEP", "NE Pacific"
1992, 11, 2, 6, 0, 242, 5050.25, 270.095, 6.79261, 5.875, 81299.6, 0, 31.9261, 99476.7, 5, "NEP", "NE Pacific"
1992, 11, 6, 9, 0, 243, 5054.38, 61.5509, -8.69618, 8, 131527, 1, 36.9567, 98940.4, 0, "SI", "S Indian"
1992, 11, 10, 21, 0, 244, 5058.88, 266.52, 7.69031, 4.75, 131810, 1, 37.0066, 99155.3, 5, "NEP", "NE Pacific"
1992, 11, 17, 6, 0, 245, 5065.25, 260.378, 10.4582, 5.75, 155590, 1, 39.1284, 98116.4, 5, "NEP", "NE Pacific"
1992, 11, 24, 3, 0, 246, 5072.12, 264.842, 6.836, 2.625, 106004, 1, 34.8478, 98983.6, 5, "NEP", "NE Pacific"
1992, 11, 28, 15, 0, 247, 5076.62, 174.398, 6.1344, 8.75, 238978, 0, 31.5902, 99962.1, 2, "NWP", "NW Pacific"
1992, 12, 1, 9, 0, 248, 5079.38, 253.467, 10.8455, 3.625, 56134.2, 1, 39.559, 98319.8, 5, "NEP", "NE Pacific"
1992, 12, 5, 6, 0, 249, 5083.25, 271.86, 7.40154, 8, 188672, 0, 26.4466, 99919.5, 5, "NEP", "NE Pacific"
1992, 12, 6, 6, 0, 250, 5084.25, 80.4931, 10.2798, 9.375, 140587, 1, 42.1403, 98390.1, 3, "NI", "N Indian"
1992, 12, 6, 12, 0, 251, 5084.5, 52.1767, -9.9827, 5.5, 98311.1, 0, 32.324, 99554.2, 0, "SI", "S Indian"
1992, 12, 19, 21, 0, 252, 5097.88, 82.4207, -11.8292, 12, 297945, 1, 36.3741, 98941.5, 0, "SI", "S Indian"
1992, 12, 22, 12, 0, 253, 5100.5, 196.032, 6.82287, 7.875, 264823, 0, 29.6978, 99867.9, 5, "NEP", "NE Pacific"
1993, 1, 3, 15, 0, 254, 5112.62, 164.84, -18.4153, 7.75, 233800, 1, 35.6209, 98196, 1, "SWP", "SW Pacific"
1993, 1, 4, 0, 0, 255, 5113, 259.442, 7.85828, 10.5, 150977, 1, 41.3929, 98187.1, 5, "NEP", "NE Pacific"
1993, 1, 18, 3, 0, 256, 5127.12, 42.5896, -19.9669, 4.125, 62739.8, 0, 29.401, 98437.2, 0, "SI", "S Indian"
1993, 1, 28, 3, 0, 257, 5137.12, 78.4883, 4.44897, 5.875, 76142.6, 0, 30.4236, 98940.2, 3, "NI", "N Indian"
1993, 2, 3, 3, 0, 258, 5143.12, 40.3105, -21.7982, 5.25, 93202.4, 3, 50.1736, 95261, 0, "SI", "S Indian"
1993, 2, 4, 12, 0, 259, 5144.5, 77.3521, -8.37972, 10.375, 269602, 1, 42.2293, 97422.4, 0, "SI", "S Indian"
1993, 2, 17, 9, 0, 260, 5157.38, 156.172, 5.95809, 7.5, 231710, 0, 28.5719, 99947.8, 2, "NWP", "NW Pacific"
1993, 3, 5, 6, 0, 261, 5173.25, 83.4777, -10.6663, 11.125, 230859, 2, 46.313, 97157.4, 0, "SI", "S Indian"
1993, 3, 8, 3, 0, 262, 5176.12, 252.659, -5.46462, 13.875, 207207, 0, 32.1728, 99150.8, 6, "SEP", "SE Pacific"
1993, 3, 23, 3, 0, 263, 5191.12, 55.2981, -16.4972, 8.75, 181362, 4, 59.3386, 94295.2, 0, "SI", "S Indian"
1993, 3, 24, 0, 0, 264, 5192, 188.752, -16.3438, 5.125, 94095.5, 1, 40.8429, 97258.2, 1, "SWP", "SW Pacific"
1993, 3, 28, 3, 0, 265, 5196.12, 118.453, -12.2645, 11.5, 246285, 1, 33.0636, 98863.3, 0, "SI", "S Indian"
1993, 3, 30, 0, 0, 266, 5198, 58.9059, -12.0431, 17.25, 322865, 4, 59.1122, 94008.3, 0, "SI", "S Indian"
1993, 6, 4, 0, 0, 267, 5264, 255.018, 14.1711, 3.625, 60718.8, 1, 41.9596, 97757.6, 5, "NEP", "NE Pacific"
1993, 6, 11, 18, 0, 268, 5271.75, 345.659, 8.58729, 3.875, 127329, 0, 28.5668, 100108, 4, "NA", "N Atlantic"
1993, 6, 19, 3, 0, 269, 5279.12, 254.326, 12.8026, 6.5, 117811, 1, 40.5434, 97712.1, 5, "NEP", "NE Pacific"
1993, 6, 21, 3, 0, 270, 5281.12, 265.868, 6.77547, 18.25, 404329, 4, 62.9258, 94427.1, 5, "NEP", "NE Pacific"
1993, 6, 22, 6, 0, 271, 5282.25, 241.283, 10.0329, 5, 121745, 1, 38.2409, 97839.3, 5, "NEP", "NE Pacific"
1993, 6, 28, 3, 0, 272, 5288.12, 262.161, 9.73686, 21.125, 491408, 3, 55.678, 95156.5, 5, "NEP", "NE Pacific"
1993, 6, 30, 9, 0, 273, 5290.38, 264.702, 10.6899, 14.25, 276972, 2, 44.5686, 96463.9, 5, "NEP", "NE Pacific"
1993, 7, 4, 6, 0, 274, 5294.25, 158.814, -4.50486, 4.625, 75979.1, 0, 29.6146, 99722.1, 1, "SWP", "SW Pacific"
1993, 7, 6, 9, 0, 275, 5296.38, 261.585, 9.69908, 19.875, 495521, 3, 50.8005, 96137.3, 5, "NEP", "NE Pacific"
1993, 7, 7, 9, 0, 276, 5297.38, 131.156, 18.7061, 6.25, 148041, 3, 51.5551, 94891.5, 2, "NWP", "NW Pacific"
1993, 7, 17, 6, 0, 277, 5307.25, 261.848, 6.61751, 11, 248242, 1, 38.1647, 98315.9, 5, "NEP", "NE Pacific"
1993, 7, 27, 0, 0, 278, 5317, 260.006, 7.6319, 17.25, 540581, 2, 44.6544, 97713.8, 5, "NEP", "NE Pacific"
1993, 7, 27, 15, 0, 279, 5317.62, 55.21, 25.4773, 5.875, 76912.2, 0, 27.9127, 98707.9, 3, "NI", "N Indian"
1993, 7, 30, 6, 0, 280, 5320.25, 291.412, 19.9282, 10.375, 236272, 4, 65.1043, 93036.5, 4, "NA", "N Atlantic"
1993, 7, 31, 15, 0, 281, 5321.62, 60.7686, -5.91339, 5.375, 64414.4, 0, 27.7566, 100023, 0, "SI", "S Indian"
1993, 8, 5, 15, 0, 282, 5326.62, 249.715, 11.9093, 10.25, 216601, 2, 43.975, 96941.9, 5, "NEP", "NE Pacific"
1993, 8, 6, 6, 0, 283, 5327.25, 188.819, -7.72995, 6.625, 102408, 0, 23.1328, 99713.9, 1, "SWP", "SW Pacific"
1993, 8, 9, 15, 0, 284, 5330.62, 205.561, 10.4123, 16.75, 367285, 3, 50.2764, 96693.1, 5, "NEP", "NE Pacific"
1993, 8, 9, 21, 0, 285, 5330.88, 215.878, 11.942, 8.375, 191395, 0, 28.1036, 99120.8, 5, "NEP", "NE Pacific"
1993, 8, 11, 12, 0, 286, 5332.5, 60.9285, -6.71558, 5, 110511, 0, 27.1963, 99828.6, 0, "SI", "S Indian"
1993, 8, 13, 18, 0, 287, 5334.75, 240.336, 10.2126, 12.25, 189660, 1, 38.3222, 98612.2, 5, "NEP", "NE Pacific"
1993, 8, 18, 6, 0, 288, 5339.25, 244.665, 13.4645, 19.875, 490677, 3, 55.7764, 94298.2, 5, "NEP", "NE Pacific"
1993, 8, 19, 6, 0, 289, 5340.25, 95.3258, -8.06244, 7.125, 137663, 1, 34.1073, 99133, 0, "SI", "S Indian"
1993, 8, 20, 18, 0, 290, 5341.75, 152.576, -22.1744, 8.25, 175466, 1, 35.8767, 98914.2, 1, "SWP", "SW Pacific"
1993, 8, 25, 12, 0, 291, 5346.5, 344.035, 9.62838, 7, 121437, 1, 35.8162, 98583.8, 4, "NA", "N Atlantic"
1993, 8, 26, 0, 0, 292, 5347, 262.361, 7.09545, 13.75, 201356, 3, 53.8021, 95091.3, 5, "NEP", "NE Pacific"
1993, 9, 2, 6, 0, 293, 5354.25, 88.3982, -6.177, 7.25, 168633, 0, 29.5168, 99728.3, 0, "SI", "S Indian"
1993, 9, 6, 3, 0, 294, 5358.12, 127.95, 25.4656, 4.5, 105380, 1, 41.4946, 96890.4, 2, "NWP", "NW Pacific"
1993, 9, 8, 9, 0, 295, 5360.38, 236.011, 13.1918, 10.625, 151537, 1, 36.2759, 98100.4, 5, "NEP", "NE Pacific"
1993, 9, 16, 0, 0, 296, 5368, 272.188, 11.382, 21.375, 285131, 3, 53.4655, 95522.5, 5, "NEP", "NE Pacific"
1993, 9, 16, 12, 0, 297, 5368.5, 209.346, 11.3996, 22.375, 361009, 3, 58.0495, 94617.3, 5, "NEP", "NE Pacific"
1993, 9, 16, 21, 0, 298, 5368.88, 189.202, 6.75563, 17.125, 229029, 0, 30.6873, 99979, 5, "NEP", "NE Pacific"
1993, 9, 17, 9, 0, 299, 5369.38, 279.375, 22.6467, 5.25, 134312, 2, 46.4334, 96653.1, 4, "NA", "N Atlantic"
1993, 9, 19, 9, 0, 300, 5371.38, 322.988, 10.019, 7.125, 82629.6, 0, 31.3229, 98869.6, 4, "NA", "N Atlantic"
1993, 9, 22, 0, 0, 301, 5374, 343.244, 14.4759, 20.625, 388222, 2, 46.6763, 96438.8, 4, "NA", "N Atlantic"
1993, 9, 23, 6, 0, 302, 5375.25, 223.548, 14.2275, 9.75, 110225, 1, 38.2588, 97764.2, 5, "NEP", "NE Pacific"
1993, 9, 28, 15, 0, 303, 5380.62, 259.751, 12.4712, 19.375, 205022, 4, 58.1805, 94453.4, 5, "NEP", "NE Pacific"
1993, 9, 29, 21, 0, 304, 5381.88, 279.37, 22.8908, 7.875, 104687, 0, 31.244, 98989.6, 4, "NA", "N Atlantic"
1993, 10, 11, 3, 0, 305, 5393.12, 330.345, 12.3245, 9.75, 200875, 2, 46.8078, 97045.2, 4, "NA", "N Atlantic"
1993, 10, 25, 9, 0, 306, 5407.38, 252.428, 14.7827, 2.5, 62697.5, 1, 37.2143, 98350.3, 5, "NEP", "NE Pacific"
1993, 10, 29, 3, 0, 307, 5411.12, 268.398, 8.75759, 4.125, 85865.1, 1, 38.5495, 98956.1, 5, "NEP", "NE Pacific"
1993, 10, 29, 6, 0, 308, 5411.25, 78.132, -5.47734, 5.75, 102524, 0, 27.4671, 99709.3, 0, "SI", "S Indian"
1993, 10, 29, 9, 0, 309, 5411.38, 258.764, 9.47755, 7.875, 143559, 4, 65.2355, 93439.6, 5, "NEP", "NE Pacific"
1993, 10, 30, 3, 0, 310, 5412.12, 321.619, 9.78844, 8.5, 153443, 0, 24.9411, 99958.7, 4, "NA", "N Atlantic"
1993, 10, 31, 9, 0, 311, 5413.38, 95.6272, 4.46451, 17.25, 243695, 1, 34.0323, 99414.7, 3, "NI", "N Indian"
1993, 11, 1, 15, 0, 312, 5414.62, 238.857, 10.6208, 14.625, 151758, 1, 34.0041, 98617.9, 5, "NEP", "NE Pacific"
1993, 11, 3, 0, 0, 313, 5416, 186.543, 22.9902, 6.875, 94675, 1, 33.6694, 99120.3, 5, "NEP", "NE Pacific"
1993, 11, 5, 3, 0, 314, 5418.12, 261.607, 9.90168, 4.25, 50879.7, 0, 24.8899, 99821.7, 5, "NEP", "NE Pacific"
1993, 11, 6, 12, 0, 315, 5419.5, 274.548, 8.89378, 4.25, 82332.7, 1, 33.5275, 99335.4, 5, "NEP", "NE Pacific"
1993, 11, 9, 18, 0, 316, 5422.75, 258.719, 13.787, 3.125, 32589.6, 1, 35.7894, 98989.9, 5, "NEP", "NE Pacific"
1993, 11, 12, 12, 0, 317, 5425.5, 194.433, 9.69024, 9.875, 96579.8, 0, 30.7726, 99163.6, 5, "NEP", "NE Pacific"
1993, 11, 21, 21, 0, 318, 5434.88, 171.218, -13.1972, 14.5, 208430, 0, 31.6672, 99492.4, 1, "SWP", "SW Pacific"
1993, 11, 28, 9, 0, 319, 5441.38, 95.0983, 3.57718, 6.75, 115379, 2, 46.5185, 97444.9, 3, "NI", "N Indian"
1993, 12, 1, 12, 0, 320, 5444.5, 255.934, 11.4439, 4.75, 132608, 1, 34.5178, 98322.1, 5, "NEP", "NE Pacific"
1993, 12, 4, 9, 0, 321, 5447.38, 204.351, 9.08696, 13.25, 338190, 0, 29.5204, 99742, 5, "NEP", "NE Pacific"
1993, 12, 5, 15, 0, 322, 5448.62, 246.955, 8.17667, 11.5, 179591, 1, 38.108, 98146.7, 5, "NEP", "NE Pacific"
1993, 12, 6, 6, 0, 323, 5449.25, 256.576, 7.1638, 10.75, 212314, 1, 41.7122, 98185.5, 5, "NEP", "NE Pacific"
1993, 12, 7, 0, 0, 324, 5450, 194.677, -18.1226, 11.5, 238615, 1, 36.2816, 98354.2, 1, "SWP", "SW Pacific"
1993, 12, 7, 9, 0, 325, 5450.38, 205.815, 8.06613, 4.75, 94405.7, 0, 31.4224, 99327.1, 5, "NEP", "NE Pacific"
1993, 12, 8, 6, 0, 326, 5451.25, 148.438, 11.6167, 6.75, 168741, 1, 33.3052, 99213.6, 2, "NWP", "NW Pacific"
1993, 12, 22, 9, 0, 327, 5465.38, 166.741, 5.22927, 9.625, 275847, 4, 61.5417, 94747.3, 2, "NWP", "NW Pacific"
1993, 12, 27, 9, 0, 328, 5470.38, 92.6935, 1.29749, 11.5, 223623, 1, 33.3572, 99566.9, 3, "NI", "N Indian"
1993, 12, 28, 12, 0, 329, 5471.5, 171.246, -7.64245, 8.75, 202467, 4, 58.9337, 94089.4, 1, "SWP", "SW Pacific"
1993, 12, 30, 9, 0, 330, 5473.38, 136.543, 6.90605, 10, 277757, 2, 42.5406, 97705.8, 2, "NWP", "NW Pacific"
1993, 12, 30, 21, 0, 331, 5473.88, 38.3727, -17.4794, 11.875, 161174, 2, 48.2362, 96543.3, 0, "SI", "S Indian"
1994, 1, 6, 6, 0, 332, 5480.25, 54.2596, -13.7992, 10.125, 154914, 1, 42.3733, 96923, 0, "SI", "S Indian"
1994, 1, 7, 15, 0, 333, 5481.62, 117.482, -14.7136, 10.625, 140146, 1, 38.1047, 97815.4, 0, "SI", "S Indian"
1994, 1, 9, 0, 0, 334, 5483, 240.745, 7.78575, 8, 192191, 0, 28.3098, 99789.8, 5, "NEP", "NE Pacific"
1994, 1, 11, 9, 0, 335, 5485.38, 105.625, 4.48149, 10.375, 184204, 3, 49.4157, 95343.9, 2, "NWP", "NW Pacific"
1994, 1, 12, 15, 0, 336, 5486.62, 87.7882, 4.36052, 5.25, 54239.8, 0, 26.1053, 99752, 3, "NI", "N Indian"
1994, 1, 24, 18, 0, 337, 5498.75, 56.4492, -12.8696, 7.5, 214635, 1, 33.685, 97956.4, 0, "SI", "S Indian"
1994, 1, 30, 12, 0, 338, 5504.5, 77.1809, 3.95009, 7.625, 181844, 3, 49.5807, 96575.3, 3, "NI", "N Indian"
1994, 2, 2, 0, 0, 339, 5507, 122.86, -15.6575, 6.625, 96950, 0, 32.0094, 99003.7, 0, "SI", "S Indian"
1994, 2, 7, 3, 0, 340, 5512.12, 44.4074, -13.7371, 8.25, 137851, 2, 47.6945, 95771.6, 0, "SI", "S Indian"
1994, 2, 11, 15, 0, 341, 5516.62, 168.078, 2.37429, 5.5, 87938.4, 0, 26.5318, 100105, 2, "NWP", "NW Pacific"
1994, 2, 24, 12, 0, 342, 5529.5, 111.09, 5.60333, 4.75, 82186.3, 0, 26.9935, 99488, 2, "NWP", "NW Pacific"
1994, 3, 2, 6, 0, 343, 5535.25, 128.404, -12.455, 15.375, 209833, 2, 47.6298, 96362.9, 0, "SI", "S Indian"
1994, 3, 7, 9, 0, 344, 5540.38, 172.419, -16.1453, 8.5, 184275, 2, 48.5522, 97023.4, 1, "SWP", "SW Pacific"
1994, 3, 11, 0, 0, 345, 5544, 55.1434, -13.7186, 7.625, 257649, 4, 66.2856, 91556.1, 0, "SI", "S Indian"
1994, 3, 12, 12, 0, 346, 5545.5, 160.289, -11.9711, 7.5, 162626, 4, 61.2356, 93618.6, 1, "SWP", "SW Pacific"
1994, 3, 29, 6, 0, 347, 5562.25, 169.377, -9.56907, 7, 143204, 0, 26.7251, 99519.1, 1, "SWP", "SW Pacific"
1994, 4, 12, 21, 0, 348, 5576.88, 164.158, -13.8201, 7.625, 146286, 1, 36.7439, 98572.8, 1, "SWP", "SW Pacific"
1994, 4, 20, 6, 0, 349, 5584.25, 166.907, -13.8737, 9.5, 112250, 0, 30.4093, 99527, 1, "SWP", "SW Pacific"
1994, 4, 28, 0, 0, 350, 5592, 292.498, 25.8186, 5.125, 91010.4, 0, 24.5856, 100214, 4, "NA", "N Atlantic"
1994, 5, 22, 15, 0, 351, 5616.62, 221.888, 7.13846, 5.875, 59443.1, 0, 27.4519, 99812.4, 5, "NEP", "NE Pacific"
1994, 5, 24, 9, 0, 352, 5618.38, 263.609, 9.0901, 4.25, 83435.9, 1, 40.0256, 98696.2, 5, "NEP", "NE Pacific"
1994, 5, 24, 12, 0, 353, 5618.5, 291.533, 29.0857, 7.5, 137167, 0, 28.2774, 99347.1, 4, "NA", "N Atlantic"
1994, 5, 27, 12, 0, 354, 5621.5, 226.504, 7.18429, 29.625, 665131, 4, 62.8829, 94027.8, 5, "NEP", "NE Pacific"
1994, 6, 12, 18, 0, 355, 5637.75, 251.741, 13.4243, 4.875, 101863, 0, 28.1332, 99148.2, 5, "NEP", "NE Pacific"
1994, 6, 15, 18, 0, 356, 5640.75, 251.746, 11.4903, 5.5, 132218, 0, 30.1315, 99268.4, 5, "NEP", "NE Pacific"
1994, 6, 21, 3, 0, 357, 5646.12, 230.3, 10.2848, 8.25, 209996, 0, 25.9617, 99949, 5, "NEP", "NE Pacific"
1994, 6, 22, 0, 0, 358, 5647, 71.2895, 22.6442, 3.5, 65096.8, 1, 39.0814, 97862.9, 3, "NI", "N Indian"
1994, 6, 29, 12, 0, 359, 5654.5, 238.544, 16.2481, 10.5, 186681, 3, 53.4608, 95894.5, 5, "NEP", "NE Pacific"
1994, 6, 29, 15, 0, 360, 5654.62, 146.518, 23.6578, 4.875, 151425, 0, 27.3448, 99438.6, 2, "NWP", "NW Pacific"
1994, 6, 30, 15, 0, 361, 5655.62, 273.786, 8.40041, 5.5, 109414, 0, 29.3442, 99879.4, 5, "NEP", "NE Pacific"
1994, 7, 2, 6, 0, 362, 5657.25, 253.204, 12.6502, 18.75, 432184, 3, 56.6189, 95255.1, 5, "NEP", "NE Pacific"
1994, 7, 7, 3, 0, 363, 5662.12, 248.349, 11.8889, 9.875, 185952, 2, 45.3981, 97020.7, 5, "NEP", "NE Pacific"
1994, 7, 10, 6, 0, 364, 5665.25, 250.284, 13.7622, 5.375, 123609, 2, 43.9394, 96733.8, 5, "NEP", "NE Pacific"
1994, 7, 10, 12, 0, 365, 5665.5, 77.0394, -8.15403, 8, 159438, 0, 26.3702, 99930.6, 0, "SI", "S Indian"
1994, 7, 10, 18, 0, 366, 5665.75, 204.734, 26.7832, 9, 251919, 1, 35.5321, 99263.7, 5, "NEP", "NE Pacific"
1994, 7, 12, 6, 0, 367, 5667.25, 273.431, 10.6963, 12.875, 365919, 3, 52.9273, 95951.4, 5, "NEP", "NE Pacific"
